Level1,Level3,Level2,Var
Puente Aranda,Feijoa,16,50
Puente Aranda,Palma Alejandra,16,50
Puente Aranda,Roble,20,50
Rafael Uribe Uribe,"Cajeto, garagay, urapo",30,50
Ciudad Bolívar,Ceiba de tierra fria,195,50
Ciudad Bolívar,"Duraznillo, velitas",193,50
Ciudad Bolívar,"Jazmin del cabo, laurel huesito",197,50
Ciudad Bolívar,Roble australiano,193,50
Usaquén,"Chicala, chirlobirlo, flor amarillo",38,49
Usaquén,"Jazmín del cabo, laurel huesito",64,49
Usaquén,"Pino colombiano, pino de pacho, pino romeron",103,49
Chapinero,Abutilón blanco,110,49
Chapinero,"Cedrillo, Yuco",110,49
Chapinero,Tinto,152,49
San Cristóbal,Alcaparro enano,204,49
San Cristóbal,Eucalipto,196,49
San Cristóbal,"Pino colombiano, pino de pacho, pino romeron",199,49
San Cristóbal,Sauco,204,49
Tunjuelito,"Pino colombiano, pino de pacho, pino romerón",27,49
Kennedy,Abutilon blanco,142,49
Kennedy,Alcaparro doble,143,49
Kennedy,"Cedro, cedro andino, cedro clavel",142,49
Kennedy,Chicala rosado,23,49
Kennedy,Ciro,157,49
Kennedy,Holly espinoso,156,49
Kennedy,"Liquidambar, estoraque",159,49
Kennedy,Milflores,23,49
Kennedy,Nispero,142,49
Kennedy,Pajarito,21,49
Fontibón,Corono,118,49
Fontibón,Helecho arborecente,12,49
Fontibón,"Pino colombiano, pino de pacho, pino romerón",12,49
Fontibón,Pino libro,113,49
Fontibón,Sauco,108,49
Engativá,Arrayan negro,96,49
Engativá,Guayacan de Manizales,11,49
Engativá,Pajarito,98,49
Engativá,Palma Alejandra,98,49
Engativá,Roble,99,49
Suba,"Chicalá, chirlobirlo, flor amarillo",62,49
Suba,Chiripique,61,49
Suba,Eucalipto,2,49
Suba,Pomarroso,37,49
Suba,Tabaquillo,47,49
Suba,Tominejero,37,49
Barrios Unidos,Palma fenix,8,49
Teusaquillo,Chicala rosado,14,49
Teusaquillo,Tibar,13,49
Teusaquillo,"Tibar, Rodamonte, Pagoda",13,49
Antonio Nariño,"Schefflera, Pategallina hojipequeña",26,49
Puente Aranda,Níspero,16,49
Rafael Uribe Uribe,Algodón extranjero,28,49
Rafael Uribe Uribe,"Sangregao, drago, croto",28,49
Rafael Uribe Uribe,Sauce llorón,30,49
Ciudad Bolívar,Grevilea,193,49
Usaquén,Pajarito,94,48
Chapinero,"Chicala, chirlobirlo, flor amarillo",111,48
Chapinero,Palma fénix,110,48
Chapinero,Palma payanesa,110,48
Chapinero,Schefflera,110,48
San Cristóbal,Higuerillo,196,48
San Cristóbal,Laurel de cera (hoja pequeña),204,48
San Cristóbal,Poligala,204,48
Bosa,Calistemo,147,48
Bosa,"Lavatera, Malvavisco morado",147,48
Bosa,Ligustrum,161,48
Bosa,Milflores,158,48
Bosa,Papayuelo,147,48
Kennedy,Arbol de corcho,23,48
Kennedy,Arrayan blanco,159,48
Kennedy,Borrachero blanco,138,48
Kennedy,"Caballero de la noche, Jazmín, Dama de noche.",143,48
Kennedy,"Chicalá, chirlobirlo, flor amarillo",157,48
Kennedy,"Espino, Garbancillo",157,48
Kennedy,Jazmin de la china,21,48
Fontibón,Arrayan blanco,118,48
Fontibón,Ligustrum,109,48
Engativá,Arrayan negro,107,48
Engativá,Holly liso,5,48
Engativá,Níspero,96,48
Suba,"Duraznillo, velitas",61,48
Suba,"Espino, Garbancillo",61,48
Suba,"Jazmin del cabo, laurel huesito",60,48
Barrios Unidos,Calistemo lloron,112,48
Barrios Unidos,Ligustrum,10,48
Barrios Unidos,Roble,10,48
Teusaquillo,Acacia de jardín,13,48
Teusaquillo,Jazmin de la china,15,48
Teusaquillo,Sauce lloron,15,48
Puente Aranda,"Liquidambar, estoraque",20,48
Rafael Uribe Uribe,"Palma de cera, Palma blanca",30,48
Ciudad Bolívar,Calistemo lloron,197,48
Ciudad Bolívar,Jazmín de la china,205,48
Usaquén,"Acacia negra, gris",101,47
Usaquén,Álamo de lombardia,38,47
Usaquén,"Cedro, cedro andino, cedro clavel",105,47
Usaquén,"Jazmín del cabo, laurel huesito",103,47
Usaquén,Sangregado ,64,47
Santa Fe,Ciro,149,47
San Cristóbal,Arboloco,199,47
San Cristóbal,Cerezo,199,47
San Cristóbal,Eucalipto plateado,196,47
San Cristóbal,"Palma de cera, Palma blanca",201,47
San Cristóbal,Roble,201,47
Usme,"Caucho de la india, caucho",36,47
Kennedy,"Acacia baracatinga, acacia sabanera, acacia nigra",142,47
Kennedy,"Chicalá, chirlobirlo, flor amarillo",142,47
Kennedy,Gaque,157,47
Kennedy,Gualanday,156,47
Kennedy,Raphiolepys,156,47
Kennedy,Roble,143,47
Kennedy,"Sangregao, drago, croto",142,47
Fontibón,Alcaparro doble,12,47
Fontibón,Cayeno,118,47
Fontibón,Gurrubo,118,47
Fontibón,"Jazmín del cabo, laurel huesito",108,47
Engativá,Arrayan blanco,61,47
Engativá,Eugenia,104,47
Engativá,Metrosideros,96,47
Engativá,"Palma de cera, Palma blanca",7,47
Engativá,Palma fenix,107,47
Engativá,Roble,100,47
Engativá,Sietecueros real,107,47
Suba,Arrayán blanco,3,47
Suba,Calistemo lloron,61,47
Suba,Cerezo,352,47
Suba,Guayabo brasilero,37,47
Suba,Holly liso,351,47
Barrios Unidos,Azara,10,47
Barrios Unidos,Sombrilla japonesa,8,47
Teusaquillo,Pino hayuelo,13,47
Los Mártires,"Chicala, chirlobirlo, flor amarillo",165,47
Antonio Nariño,Pino pátula,26,47
Puente Aranda,Aguacate,16,47
Puente Aranda,Milflores,19,47
Puente Aranda,Palma roebeleni,16,47
Rafael Uribe Uribe,"Pino colombiano, pino de pacho, pino romerón",28,47
Usaquén,"Cariseco, Tres hojas",64,46
Usaquén,Guayabo,38,46
Chapinero,"Pino colombiano, pino de pacho, pino romerón",111,46
Santa Fe,Chicala rosado,164,46
San Cristóbal,Cariseco,204,46
San Cristóbal,Sombrilla japonesa,196,46
Usme,"Cedrillo, Yuco",36,46
Usme,Hayuelo,212,46
Tunjuelito,Acacia morada,27,46
Tunjuelito,Laurel de cera (hoja pequeña),27,46
Bosa,Acacia de jardín,161,46
Kennedy,Alcaparro enano,18,46
Kennedy,Cajeto,143,46
Kennedy,Guayacan de Manizales,156,46
Kennedy,Ligustrum,138,46
Kennedy,Metrosideros,18,46
Fontibón,Abutilón blanco,102,46
Fontibón,Aligustre del Japon,12,46
Fontibón,Sauco,118,46
Engativá,Eugenia,100,46
Engativá,Falso pimiento,100,46
Engativá,Holly liso,100,46
Engativá,Ligustrum,100,46
Engativá,Mano de oso,99,46
Engativá,Yarumo,7,46
Suba,"Acacia negra, gris",93,46
Suba,Alcaparro enano,355,46
Suba,"Jazmin del cabo, laurel huesito",37,46
Suba,"Palma de cera, Palma blanca",355,46
Suba,Roble,355,46
Barrios Unidos,Fucsia,10,46
Teusaquillo,Papayuelo,13,46
Antonio Nariño,"Palma de cera, Palma blanca",26,46
Puente Aranda,Cucharo,22,46
Puente Aranda,Eucalipto plateado,16,46
La Candelaria,Arrayán blanco,191,46
Rafael Uribe Uribe,Acacia de jardín,28,46
Rafael Uribe Uribe,Caucho sabanero,30,46
Ciudad Bolívar,Chiripique,193,46
Ciudad Bolívar,Cucharo,195,46
Usaquén,"Liquidambar, estoraque",97,45
Usaquén,Mano de oso,94,45
Chapinero,Acacia de jardín,111,45
Santa Fe,Salvio negro,164,45
Santa Fe,Trompeto,164,45
San Cristóbal,Cipres,204,45
Usme,Garbancillo,204,45
Tunjuelito,"Cedro, cedro andino, cedro clavel",27,45
Bosa,Calistemo,182,45
Kennedy,Calistemo,142,45
Kennedy,Calistemo lloron,138,45
Kennedy,Caucho sabanero,148,45
Kennedy,Holly liso,159,45
Fontibón,"Jazmin del cabo, laurel huesito",113,45
Fontibón,Palma roebeleni,102,45
Fontibón,Roble australiano,118,45
Engativá,Laurel de cera,99,45
Engativá,Sietecueros nazareno,100,45
Suba,Arrayán blanco,93,45
Suba,"Cedro, cedro andino, cedro clavel",355,45
Suba,Chicala rosado,53,45
Suba,Falso pimiento,62,45
Suba,"Liquidambar, estoraque",351,45
Suba,Mangle de tierra fria,355,45
Suba,Pajarito,61,45
Suba,Pino romeron,3,45
Barrios Unidos,Hayuelo,112,45
Teusaquillo,Arrayan,13,45
Teusaquillo,Chilco,13,45
Teusaquillo,Holly liso,15,45
Teusaquillo,Palma washingtoniana,13,45
Teusaquillo,Sangregado,13,45
Antonio Nariño,Caucho tequendama,26,45
Antonio Nariño,Jazmín de la china,26,45
Antonio Nariño,Magnolio,26,45
Puente Aranda,Cucharo,16,45
Rafael Uribe Uribe,"Jazmin del cabo, laurel huesito",30,45
Ciudad Bolívar,Rama negra,195,45
Usaquén,"Acacia baracatinga, acacia sabanera, acacia nigra",94,44
Usaquén,"Chicala, chirlobirlo, flor amarillo",103,44
Usaquén,"Chicalá, chirlobirlo, flor amarillo",105,44
Usaquén,Guayacan de Manizales,56,44
Chapinero,Sietecueros nazareno,152,44
San Cristóbal,Abutilon rojo y amarillo (Farolito),196,44
San Cristóbal,Milflores,199,44
San Cristóbal,Palma Alejandra,196,44
San Cristóbal,"Palma de cera, Palma blanca",196,44
San Cristóbal,Pino romeron,201,44
San Cristóbal,Tomatillo,204,44
Usme,Cucharo,217,44
Usme,Falso pimiento,268,44
Tunjuelito,"Nogal, cedro nogal, cedro negro",27,44
Bosa,Cidron,147,44
Bosa,Metrosideros,161,44
Kennedy,Abutilon rojo y amarillo (Farolito),142,44
Kennedy,Alcaparro doble,23,44
Fontibón,Aguacate,102,44
Fontibón,Caucho sabanero,113,44
Fontibón,"Cerezo, capuli",113,44
Fontibón,Fucsia arbustiva,113,44
Fontibón,"Pino colombiano, pino de pacho, pino romeron",12,44
Engativá,Fucsia boliviana,96,44
Engativá,"Jazmin del cabo, laurel huesito",99,44
Suba,Arrayan,355,44
Suba,Calistemo lloron,351,44
Suba,Carbonero rojo,352,44
Suba,Corazón de pollo,37,44
Suba,Hayuelo,62,44
Suba,Ligustrum,53,44
Suba,Mimbre,37,44
Suba,Mortillo,2,44
Suba,"Nogal, cedro nogal, cedro negro",62,44
Suba,Salvio negro,2,44
Suba,Sangregado ,355,44
Barrios Unidos,"Curapin, Campanilla",9,44
Barrios Unidos,Metrosideros,9,44
Barrios Unidos,Palma Alejandra,10,44
Teusaquillo,Álamo de lombardia,13,44
Teusaquillo,"Cajeto, garagay, urapo",17,44
Teusaquillo,"Chicala, chirlobirlo, flor amarillo",155,44
Teusaquillo,Eugenia,15,44
Puente Aranda,Cucharo,24,44
Puente Aranda,"Jazmin del cabo, laurel huesito",24,44
Puente Aranda,"Liquidambar, estoraque",16,44
Puente Aranda,Pino romeron,22,44
Ciudad Bolívar,Jazmín de la china,195,44
Chapinero,Caucho tequendama,110,43
Chapinero,"Chicala, chirlobirlo, flor amarillo",110,43
Santa Fe,Acacia,164,43
San Cristóbal,Laurel de cera,196,43
San Cristóbal,"Pino colombiano, pino de pacho, pino romerón",204,43
San Cristóbal,Poligala,196,43
Tunjuelito,Corono,200,43
Bosa,Arboloco,182,43
Bosa,Borrachero blanco,147,43
Bosa,"Eucalipto de flor, eucalipto lavabotella",147,43
Bosa,Guamo santafereño,190,43
Bosa,"Jazmín del cabo, laurel huesito",190,43
Kennedy,Álamo de lombardia,138,43
Kennedy,Alcaparro doble,142,43
Kennedy,Caballero de la noche,142,43
Kennedy,Cajeto,23,43
Kennedy,Caucho tequendama,142,43
Kennedy,Cayeno,157,43
Kennedy,"Cedrillo, Yuco",156,43
Kennedy,Milflores,18,43
Kennedy,"Palma de cera, Palma blanca",142,43
Fontibón,Alcaparro enano,6,43
Fontibón,Calistemo lloron,6,43
Fontibón,"Cerezo, capuli",108,43
Fontibón,Eugenia,12,43
Fontibón,Milflores,108,43
Fontibón,Roble,118,43
Fontibón,"Urapán, Fresno",118,43
Engativá,Amarrabollo,98,43
Suba,Caballero de la noche,61,43
Suba,Carbonero rojo,355,43
Suba,"Cipres, Pino cipres, Pino",3,43
Suba,"Duraznillo, velitas",351,43
Suba,Endrino,61,43
Suba,Sietecueros real,93,43
Barrios Unidos,Algodoncillo,8,43
Los Mártires,Alcaparro enano,25,43
Los Mártires,"Chicala, chirlobirlo, flor amarillo",25,43
Los Mártires,"Pino colombiano, pino de pacho, pino romerón",165,43
Antonio Nariño,Guayacan de Manizales,26,43
Antonio Nariño,Sauco,29,43
Puente Aranda,Palma Alejandra,22,43
La Candelaria,Eucalipto común,191,43
Rafael Uribe Uribe,Chocho,28,43
Rafael Uribe Uribe,"Urapán, Fresno",31,43
Ciudad Bolívar,Ligustrum,205,43
Ciudad Bolívar,Roble,205,43
Usaquén,Fucsia boliviana,103,42
Usaquén,Sauce,94,42
Chapinero,Roble,152,42
San Cristóbal,Acacia japonesa,192,42
San Cristóbal,Guayacan de Manizales,32,42
Usme,Jazmín de la china,217,42
Bosa,Mano de oso,182,42
Bosa,Pajarito,161,42
Kennedy,Arboloco,159,42
Kennedy,"Cajeto, garagay, urapo",162,42
Kennedy,Chicala rosado,18,42
Kennedy,Fucsia arbustiva,18,42
Kennedy,Garrocho,138,42
Kennedy,Guayacan de Manizales,157,42
Kennedy,Hayuelo,18,42
Kennedy,"Jazmin del cabo, laurel huesito",148,42
Kennedy,Ligustrum,157,42
Fontibón,"Chicalá, chirlobirlo, flor amarillo",108,42
Fontibón,Ciro,108,42
Fontibón,Mano de oso,109,42
Fontibón,Sietecueros nazareno,109,42
Engativá,Alcaparro doble,98,42
Engativá,"Cajeto, garagay, urapo",100,42
Engativá,Laurel de cera,96,42
Engativá,"Pino colombiano, chaquiro",100,42
Engativá,"Pino colombiano, pino de pacho, pino romeron",100,42
Suba,"Aliso, fresno, chaquiro",3,42
Suba,Caucho sabanero,60,42
Suba,Milflores,60,42
Suba,"Pino colombiano, pino de pacho, pino romerón",3,42
Barrios Unidos,Mano de oso,8,42
Barrios Unidos,Sangregado,8,42
Antonio Nariño,Chocho,26,42
Antonio Nariño,Eucalipto común,26,42
Puente Aranda,Mano de oso,20,42
Rafael Uribe Uribe,"Nogal, cedro nogal, cedro negro",28,42
Ciudad Bolívar,Abutilon blanco,195,42
Ciudad Bolívar,Abutilon rojo y amarillo (Farolito),202,42
Ciudad Bolívar,Metrosideros,193,42
Usaquén,Alcaparro enano,97,41
Usaquén,"Ocobo, Guayacan",101,41
Chapinero,"Acacia negra, gris",152,41
Chapinero,Caucho sabanero,111,41
Chapinero,Gaque,110,41
Santa Fe,Arrayan negro,164,41
Santa Fe,"Palma de cera, Palma blanca",149,41
San Cristóbal,Arrayan,201,41
San Cristóbal,Carbonero rojo,196,41
San Cristóbal,Eucalipto pomarroso,196,41
San Cristóbal,Guayacán de Manizales,204,41
San Cristóbal,Ligustrum,204,41
San Cristóbal,"Nogal, cedro nogal, cedro negro",201,41
San Cristóbal,Palma fénix,196,41
Usme,"Cedro, cedro andino, cedro clavel",219,41
Usme,"Curapin, Campanilla",217,41
Usme,Pino romeron,217,41
Bosa,Abutilon rojo y amarillo (Farolito),182,41
Bosa,Chiripique,147,41
Bosa,Chiripique,190,41
Bosa,Hayuelo,158,41
Bosa,Mortillo,182,41
Kennedy,"Cajeto, garagay, urapo",157,41
Kennedy,Caucho sabanero,142,41
Kennedy,Falso pimiento,148,41
Kennedy,Palma fenix,138,41
Kennedy,"Raque, San juanito",159,41
Kennedy,Tibar,143,41
Fontibón,Amarrabollo,102,41
Fontibón,Chilco,6,41
Fontibón,"Duraznillo, velitas",102,41
Fontibón,Jazmín de la china,113,41
Fontibón,Mano de oso,12,41
Fontibón,Pino romeron,12,41
Fontibón,"Tibar, pagoda o rodamonte",102,41
Engativá,"Caballero de la noche, Jazmin, Dama de noche",100,41
Engativá,Sauce lloron,96,41
Engativá,Yarumo,96,41
Suba,Arrayan negro,61,41
Suba,"Cerezo, capuli",351,41
Suba,Guayacan de Manizales,3,41
Suba,Hayuelo,60,41
Suba,Hayuelo,61,41
Suba,Laurel de cera,351,41
Suba,"Nogal, cedro nogal, cedro negro",61,41
Suba,"Pino colombiano, pino de pacho, pino romerón",93,41
Teusaquillo,"Chicala, chirlobirlo, flor amarillo",17,41
Teusaquillo,Guayacan de Manizales,14,41
Teusaquillo,Pino australiano,13,41
Teusaquillo,Sietecueros nazareno,15,41
Los Mártires,Eugenia,25,41
Los Mártires,Pino pátula,165,41
Los Mártires,"Schefflera, Pategallina hojigrande",165,41
Puente Aranda,Chocho,20,41
La Candelaria,"Curapin, Campanilla",191,41
Rafael Uribe Uribe,Holly liso,35,41
Ciudad Bolívar,Abutilon blanco,197,41
Ciudad Bolívar,"Cajeto, garagay, urapo",202,41
Ciudad Bolívar,Dividivi de tierra fria,197,41
Ciudad Bolívar,Jazmín de la china,202,41
Usaquén,"Aliso, fresno, chaquiro",97,40
Usaquén,Eugenia,56,40
Usaquén,Mangle de tierra fria,64,40
Usaquén,"Tibar, tobo, rodamonte",38,40
Chapinero,Magnolio,111,40
Chapinero,"Palma de cera, Palma blanca",111,40
Chapinero,"Palma de cera, Palma blanca",152,40
Chapinero,"Pino colombiano, pino de pacho, pino romerón",152,40
Santa Fe,Aguacate,164,40
Santa Fe,Amarrabollo,164,40
Santa Fe,Mortiño,164,40
San Cristóbal,Alcaparro enano,32,40
San Cristóbal,"Chicala, chirlobirlo, flor amarillo",199,40
San Cristóbal,Sauco,192,40
Usme,Dividivi de tierra fria,217,40
Usme,Ligustrum,36,40
Usme,Pino romeron,212,40
Tunjuelito,Palma fénix,27,40
Kennedy,Abutilon rojo y amarillo (Farolito),148,40
Kennedy,"Cajeto, garagay, urapo",159,40
Kennedy,Cayeno,148,40
Kennedy,Fucsia arbustiva,156,40
Kennedy,"Jazmin del cabo, laurel huesito",21,40
Fontibón,"Acacia negra, gris",118,40
Fontibón,Caucho sabanero,118,40
Fontibón,Helecho arborecente,6,40
Fontibón,"Jazmin del cabo, laurel huesito",109,40
Fontibón,Mangle de tierra fria,6,40
Fontibón,Palma Alejandra,12,40
Engativá,Cayeno,100,40
Engativá,Chocho,96,40
Engativá,Jazmín de la china,98,40
Engativá,Palma fenix,96,40
Engativá,"Sangregao, drago, croto",107,40
Engativá,Sietecueros nazareno,98,40
Suba,Chocho,37,40
Suba,Corono,62,40
Suba,Mangle de tierra fria,93,40
Suba,Milflores,351,40
Suba,"Palma de cera, Palma blanca",62,40
Suba,Palma de datiles,37,40
Barrios Unidos,Cucharo,9,40
Barrios Unidos,Feijoa,8,40
Barrios Unidos,Pino romeron,9,40
Teusaquillo,Fucsia arbustiva,14,40
Teusaquillo,"Nogal, cedro nogal, cedro negro",160,40
Teusaquillo,Sietecueros real,15,40
Antonio Nariño,"Liquidámbar, estoraque",26,40
Antonio Nariño,"Schefflera, Pategallina hojigrande",26,40
Puente Aranda,Acacia azul,22,40
Puente Aranda,Eucalipto pomarroso,22,40
Puente Aranda,Fucsia boliviana,16,40
Puente Aranda,Guayacan de Manizales,16,40
Puente Aranda,Mano de oso,22,40
Puente Aranda,Palma coquito,16,40
Puente Aranda,Papayuelo,16,40
La Candelaria,Falso pimiento,192,40
Rafael Uribe Uribe,Eucalipto pomarroso,30,40
Rafael Uribe Uribe,"Liquidámbar, estoraque",28,40
Ciudad Bolívar,"Chicalá, chirlobirlo, flor amarillo",202,40
Usaquén,Acacia japonesa,97,39
Usaquén,Alcaparro enano,64,39
Usaquén,Cerezo,64,39
Usaquén,"Chicala, chirlobirlo, flor amarillo",64,39
Usaquén,"Liquidambar, estoraque",105,39
Chapinero,Amarrabollo,110,39
Chapinero,Fucsia arbustiva,152,39
Chapinero,Mermelada,110,39
Chapinero,Mortiño,110,39
Chapinero,Palma washingtoniana,110,39
Santa Fe,"Acacia blanca, leucaena",164,39
San Cristóbal,Chicala rosado,196,39
San Cristóbal,Chilco,196,39
San Cristóbal,Ciruelo,196,39
San Cristóbal,Guamo santafereño,201,39
San Cristóbal,NN,196,39
San Cristóbal,Tibar extranjero,196,39
Tunjuelito,Mano de oso,27,39
Bosa,Abutilon quesito,182,39
Bosa,Cayeno,158,39
Bosa,Cedrillo,161,39
Bosa,Holly espinoso,161,39
Kennedy,"Cajeto, garagay, urapo",163,39
Kennedy,Calistemo lloron,148,39
Kennedy,Chiripique,156,39
Kennedy,Fucsia arbustiva,23,39
Kennedy,Lavanda,21,39
Kennedy,Ligustrum,163,39
Fontibón,Arrayan blanco,12,39
Fontibón,Arrayan negro,12,39
Fontibón,Caucho,102,39
Fontibón,Sietecueros nazareno,12,39
Engativá,Cucharo,99,39
Engativá,Eucalipto pomarroso,107,39
Engativá,"Pino colombiano, pino de pacho, pino romeron",99,39
Engativá,Poligala,7,39
Suba,Algodoncillo,37,39
Suba,Borrachero rojo,37,39
Suba,Caucho lira,37,39
Suba,Guamo santafereño,37,39
Suba,Guayabo del peru,3,39
Suba,Hayuelo,93,39
Suba,"Nogal, cedro nogal, cedro negro",355,39
Suba,"Palma de cera, Palma blanca",93,39
Suba,Pino romeron,62,39
Suba,Sietecueros real,53,39
Suba,"Urapán, Fresno",62,39
Barrios Unidos,Amarrabollo,8,39
Barrios Unidos,"Cedro, cedro andino, cedro clavel",112,39
Barrios Unidos,Raphiolepys,10,39
Teusaquillo,Abelia,13,39
Teusaquillo,Arrayan blanco,15,39
Teusaquillo,"Nogal, cedro nogal, cedro negro",14,39
Los Mártires,Palma Alejandra,165,39
Antonio Nariño,"Nogal, cedro nogal, cedro negro",29,39
Antonio Nariño,"Pino colombiano, pino de pacho, pino romerón",26,39
Puente Aranda,Abutilon blanco,22,39
Puente Aranda,Abutilon rojo y amarillo (Farolito),22,39
Puente Aranda,Callistemo,16,39
Puente Aranda,Higuerillo,16,39
La Candelaria,"Cedro, cedro andino, cedro clavel",191,39
Rafael Uribe Uribe,"Nogal, cedro nogal, cedro negro",30,39
Ciudad Bolívar,Jazmín de la china,197,39
Usaquén,"Acacia negra, gris",64,38
Usaquén,Azara,97,38
Usaquén,"Cariseco, Tres hojas",94,38
Usaquén,"Cedro, cedro andino, cedro clavel",56,38
Usaquén,"Cipres, Pino cipres, Pino",103,38
Usaquén,Guayabo brasilero,38,38
Usaquén,Palma Alejandra,103,38
Usaquén,Tabaquillo,38,38
Chapinero,Araucaria crespa,110,38
Chapinero,"Raque, San juanito",110,38
Santa Fe,"Chicala, chirlobirlo, flor amarillo",164,38
Santa Fe,Falso pimiento,194,38
Santa Fe,Pino libro,164,38
San Cristóbal,Cayeno,32,38
San Cristóbal,Mandarina,196,38
Usme,Encenillo,36,38
Usme,"Schefflera, Pategallina hojigrande",36,38
Bosa,Calistemo llorón,182,38
Kennedy,Corono,157,38
Kennedy,Corono,23,38
Kennedy,"Espino, Garbancillo",142,38
Kennedy,Ligustrum,156,38
Kennedy,Tuno esmeraldo,159,38
Fontibón,"Aliso, fresno, chaquiro",108,38
Fontibón,Cayeno,109,38
Fontibón,Mangle de tierra fria,118,38
Engativá,Carbonero,96,38
Engativá,Ciro,61,38
Engativá,"Nogal, cedro nogal, cedro negro",11,38
Engativá,"Palma yuca, palmiche",100,38
Engativá,"Tibar, Rodamonte, Pagoda",61,38
Suba,"Acacia blanca, leucaena",37,38
Suba,Alcaparro doble,60,38
Suba,Cerezo,61,38
Suba,Fucsia arbustiva,352,38
Suba,Gaque,2,38
Suba,"Tibar, Rodamonte, Pagoda",93,38
Barrios Unidos,Sietecueros real,10,38
Teusaquillo,Mandarina,13,38
Teusaquillo,"Nogal, cedro nogal, cedro negro",17,38
Los Mártires,Abutilón rojo y amarillo,165,38
Los Mártires,"Cedro, cedro andino, cedro clavel",165,38
Los Mártires,"Schefflera, Pategallina hojipequeña",165,38
Antonio Nariño,"Liquidambar, estoraque",29,38
Antonio Nariño,Sietecueros real,26,38
Puente Aranda,Cajeto,22,38
Puente Aranda,Carbonero rojo,16,38
Puente Aranda,Chiripique,22,38
La Candelaria,Papayuelo,191,38
Rafael Uribe Uribe,Falso pimiento,33,38
Rafael Uribe Uribe,"Liquidambar, estoraque",30,38
Rafael Uribe Uribe,Sietecueros real,28,38
Ciudad Bolívar,Poligala,202,38
Usaquén,Algodón extranjero,38,37
Usaquén,Caucho sabanero,94,37
Usaquén,Cayeno,103,37
Usaquén,"Cerezo, capuli",97,37
Usaquén,"Curapin, Campanilla",64,37
Usaquén,Sietecueros real,105,37
San Cristóbal,Algodón extranjero,196,37
San Cristóbal,Chocho,196,37
Usme,"Cariseco, Tres hojas",342,37
Usme,"Jazmin del cabo, laurel huesito",219,37
Usme,Manzano,36,37
Usme,"Pino colombiano, pino de pacho, pino romeron",204,37
Usme,Roble,217,37
Usme,Roble,219,37
Tunjuelito,Pino libro,27,37
Tunjuelito,"Schefflera, Pategallina hojipequeña",27,37
Bosa,Abutilon rojo y amarillo (Farolito),161,37
Bosa,"Chicala, chirlobirlo, flor amarillo",158,37
Bosa,Palma Alejandra,182,37
Kennedy,Caucho tequendama,18,37
Kennedy,Cedrillo,23,37
Kennedy,Ligustrum,162,37
Kennedy,"Palma de cera, Palma de ramo",138,37
Fontibón,"Cedro, cedro andino, cedro clavel",118,37
Fontibón,"Urapán, Fresno",113,37
Engativá,Alcaparro doble,100,37
Engativá,Carbonero rojo,104,37
Engativá,"Cedro, cedro andino, cedro clavel",99,37
Engativá,Guayacan de Manizales,7,37
Engativá,"Nogal, cedro nogal, cedro negro",99,37
Engativá,"Urapán, Fresno",11,37
Suba,Abutilon rojo y amarillo (Farolito),355,37
Suba,Alcaparro enano,351,37
Suba,Cayeno,93,37
Suba,"Cedro, cedro andino, cedro clavel",53,37
Suba,Chilco,61,37
Suba,Garrocho,61,37
Suba,"Jazmin del cabo, laurel huesito",93,37
Suba,"Liquidambar, estoraque",3,37
Suba,Sauco,355,37
Barrios Unidos,Holly liso,10,37
Barrios Unidos,"Liquidambar, estoraque",112,37
Teusaquillo,Cariseco,13,37
Teusaquillo,Eugenia,14,37
Puente Aranda,"Chicala, chirlobirlo, flor amarillo",19,37
Puente Aranda,Fucsia arbustiva,16,37
La Candelaria,Borrachero rojo,191,37
Rafael Uribe Uribe,Cayeno,30,37
Rafael Uribe Uribe,Mandarina,28,37
Ciudad Bolívar,Aligustre del Japon,202,37
Ciudad Bolívar,Callistemo,195,37
Usaquén,Acacia japonesa,94,36
Usaquén,"Cedro, cedro andino, cedro clavel",101,36
Usaquén,Cerezo,103,36
Usaquén,"Chicala, chirlobirlo, flor amarillo",101,36
Usaquén,Chiripique,97,36
Usaquén,Guayabo,103,36
Usaquén,Metrosideros,103,36
Chapinero,"Chicala, chirlobirlo, flor amarillo",152,36
Chapinero,Feijoa,110,36
Chapinero,"Liquidámbar, estoraque",111,36
Chapinero,Trompeto,152,36
Santa Fe,Yarumo,164,36
San Cristóbal,Arrayan blanco,201,36
San Cristóbal,Caucho,196,36
San Cristóbal,Chilco,199,36
San Cristóbal,Holly espinoso,199,36
San Cristóbal,Poligala,201,36
San Cristóbal,Sauco,201,36
Usme,Acacia morada,36,36
Usme,Mangle de tierra fria,342,36
Usme,Roble australiano,36,36
Bosa,Abutilon quesito,158,36
Bosa,Hayuelo,190,36
Bosa,Sauce,158,36
Kennedy,Alcaparro enano,21,36
Kennedy,Arrayan blanco,143,36
Kennedy,Arrayan negro,142,36
Kennedy,Caballero de la noche,23,36
Kennedy,Chicala rosado,156,36
Kennedy,Ciro,23,36
Kennedy,Mangle de tierra fría,138,36
Kennedy,"Palma yuca, palmiche",142,36
Fontibón,Abutilon blanco,118,36
Fontibón,Acacia japonesa,118,36
Fontibón,Cajeto de Bogota,12,36
Fontibón,Dividivi de tierra fria,118,36
Fontibón,Falso pimiento,109,36
Fontibón,Milflores,12,36
Fontibón,Palma Alejandra,118,36
Engativá,"Cajeto, garagay, urapo",107,36
